"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
"1",7.21692990520621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",5.90681929726536,10.8390026081421,15.0193904651712,18.6077005894276,21.721400348291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",6.74040941625609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",6.09284583875643,11.1579568400411,15.435143372865,19.0949907017637,22.2621563655374,25.0298521654807,27.4691714562562,29.6352824145898,31.5716506912442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",6.38641544188127,11.7075665395939,16.2094672360106,20.0677930029384,23.4113421818212,26.3366939804252,28.9176901030172,31.2117541316994,33.2642142935084,35.1113287676165,36.7824462192896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6.55511577189946,12.040648346601,16.6986336540424,20.7032026314981,24.1828344630902,27.2343969419376,29.9323053016696,32.3346711337528,34.4875354884126,36.4278481771195,38.1856061502264,39.7854154232865,41.2476500526051,42.5893244405773,43.8247584206828,44.9660903654774,46.0236773470498,47.0064103296856,47.9219647238185,48.7770012553657,49.5773282771915,50.3280338899495,51.0335942268217,51.697962772727,52.3246444834189,52.9167576390747,53.4770857368489,54.0081212449788,54.512102669611,54.9910460971459,55.4467721494178,55.8809291115858,56.2950128520737,56.6903840419483,57.0682830914357,57.4298431490334,57.7761014501978,58.1080092550105,58.4264405753441,58.7321998601307,59.0260287810196,59.3086122389312,59.5805836939075,59.8425299055674,60.0949951588285,60.3384850389445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",6.06638989090533,11.2005884311758,15.6021323910167,19.4174030667171,22.7562214640626,25.7025916358196,28.3218659544102,30.6656494913069,32.775234209642,34.6840526747683,36.4194630370678,38.0040686772666,39.4567081510431,40.7932076925462,42.0269601655974,43.1693754320856,44.2302342656634,45.2179690806125,46.1398885436149,47.0023587337686,47.8109503513662,48.5705591738719,49.2855052645412,49.9596151812962,50.5962904899543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",7.97743972685041,14.4444542979898,19.7929150609882,24.2899250728683,28.1238143504109,31.4311851610954,34.3135306635907,36.8478334545121,39.0935433977159,41.0973000751676,42.8962068680667,44.5201497141749,45.9934706657962,47.3361964151066,48.5649539943577,49.6936627997,50.7340641882513,51.6961314515555,52.5883905452918,53.4181734462734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",6.9167509792016,12.6308130484242,17.4307820282811,21.5197574495787,25.0448196724426,28.1150980863973,30.8132699098024,33.2031170268889,35.3346322428342,37.247554556219,38.9738698258388,40.539613646618,41.9661935044385,43.2713733903285,44.4700173057532,45.5746578401968,46.5959360246161,47.5429452243521,48.4235026389816,49.2443655858746,50.0114052391581,50.7297472777978,51.4038865695926,52.0377813160677,52.6349308253604,53.1984401411873,53.7310740484954,54.2353024387033,54.7133386054291,55.1671717234604,55.5985945162813,56.0092269236805,56.4005364282191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",8.66751122732995,15.5630361480695,21.1795774362602,25.842774540908,29.7763678126997,33.1391644880788,36.0470010468311,38.5863563552422,40.8230979954147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",6.35755069374804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",6.71011959396158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
