"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86"
"11",6.42027019122027,11.7819387134258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",6.79521611507239,12.5260823599775,17.424504055116,21.6595768445978,25.357502549055,28.614378964478,31.5046709142155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",5.97824123037878,11.0547289530342,15.4191842286197,19.2115950472139,22.5375102026194,25.4780163775446,28.09643673442,30.4429426253899,32.5577994866683,34.4736966394144,36.217449087874,37.8112603165218,39.2736727603607,40.6202925026814,41.8643483853211,43.017128053386,44.0883214186834,45.0862936911413,46.0183042716064,46.890683629524,47.7089772824726,48.4780638015752,49.2022521499489,49.8853624572065,50.5307934277579,51.141578894064,51.7204355009129,52.269803102079,52.7918791364872,53.2886480053164,53.7619062781106,54.2132844028267,54.644265472756,55.0562015055172,55.4503276105969,55.8277743581865,56.1895786102159,56.5366930321167,56.8699944690579,57.1902913417249,57.4983301929707,57.7948014969435,58.0803448258378,58.3555534556435,58.6209784806951,58.8771324970707,59.1244929066441,59.3635048866018,59.5945840632849,59.8181189241427,60.034472997243,60.2439868240607,60.4469797480629,60.6437515388496,60.8345838692231,61.0197416604913,61.1994743095194,61.3740168094797,61.5435907748929,61.7084053803594,61.868658221345,62.0245361044667,62.1762157739249,62.3238645800215,62.467641095079,62.6076956815276,62.7441710164374,62.8772025763432,63.0069190858252,63.1334429329667,63.2568905545086,63.3773727932487,63.4949952299899,63.6098584921284,63.7220585407778,63.8316869381493,63.9388310967559,64.043574511864,64.1459969784943,64.2461747941538,64.3441809483847,64.4400853001177,64.5339547437357,64.6258533646785,64.7158425853482,64.8039813020129
"14",5.62242254051759,10.3253415511989,14.317272942372,17.7481165184929,20.7284005497763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",7.89924780367678,14.2873319539395,19.5600341735241,23.9860235808323,27.7540945599058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",5.26021050922935,9.70986798788308,13.5229194097691,16.8268618265877,19.7172767611767,22.2672285647806,24.5335263838772,26.5610065083489,28.3855286849548,30.0361154970546,31.5365077279585,32.9063136120346,34.161870525167,35.3168996982304,36.3830097225264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",5.72744911579811,10.5644052598291,14.7035665134347,18.2857730586767,21.4163521669921,24.1756476893823,26.6260129062594,28.8165791350023,30.7865839278373,32.567742136819,34.1859662888812,35.6626354889325,37.015545283264,38.2596283046395,39.4075077372786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",4.85597363204102,9.00979017084471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",6.04107442957143,11.0956559310396,15.3871422330379,19.0762122688513,22.281392982595,25.0920311056107,27.5767523769897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",6.46704194943309,11.844580413363,16.386548528666,20.2736552214744,23.6380041142109,26.5784056202492,29.1702436216477,31.4720296138084,33.5298730314043,35.3806018069537,37.0539858536779,38.5743505822878,39.9617671362241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
